ID,URL,ESTADO,ALCANCE,INSTITUCIÓN,NOMBRE,BENEFICIARIO,INICIO,FIN,MONTO,FECHA_EXTRACCION
108,https://fondos.gob.cl/ficha/corfo/programastecnologicos/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,PROGRAMAS TECNOLÓGICOS,Persona Jurídica,25/05/2023,31/08/2023,Hasta $10.000.000.000,2024-11-26 10:42:25
109,https://fondos.gob.cl/ficha/corfo/programa-de-soft-landing-go-global/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,GO GLOBAL,Personas Naturales y Jurídicas,29/05/2023,19/06/2023,Sin Definir,2024-11-26 10:42:25
110,https://fondos.gob.cl/ficha/serpat/snpc-fpc_/,CERRADO,Nacional,Servicio Nacional del Patrimonio Cultural - SERPAT,Fondo del Patrimonio Cultural,Personas Naturales y Jurídicas,30/05/2023,18/08/2023,Desde $7.000.000 hasta $85.000.000,2024-11-26 10:42:25
111,https://fondos.gob.cl/ficha/goretarapaca/fic-gore-tarapaca/,CERRADO,Nacional,Gobierno Regional de Tarapacá,Fondo de Innovación para la Competitividad (FIC) de la Región de Tarapacá,Persona Natural,30/05/2023,29/06/2023,Hasta $308.000.000,2024-11-26 10:42:25
112,https://fondos.gob.cl/ficha/muniteno/fondeve-teno/,CERRADO,Comunal,I. Municipalidad de Teno,Fondo de Desarrollo Vecinal FONDEVE 2023,Organizaciones,01/06/2023,30/06/2023,Entre $100.000 y $400.000,2024-11-26 10:42:25
113,https://fondos.gob.cl/ficha/indespa/micromodulos/,CERRADO,Regional,Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala - INDESPA,Concurso Regional Los Ríos: Micromódulos,Persona Natural,02/06/2023,03/07/2023,Hasta $15.000.000,2024-11-26 10:42:25
114,https://fondos.gob.cl/ficha/indespa/concurso-laaraucania/,CERRADO,Regional,Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala - INDESPA,Concurso Regional La Araucanía,Organizaciones,02/06/2023,16/06/2023,Hasta $21.845.000,2024-11-26 10:42:25
115,https://fondos.gob.cl/ficha/indespa/concurso-loslagos/,CERRADO,Regional,Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala - INDESPA,Concurso Acuicultura de Pequeña Escala Los Lagos,Personas Naturales y Jurídicas,07/06/2023,03/07/2023,Hasta $25.000.000,2024-11-26 10:42:25
116,https://fondos.gob.cl/ficha/enami/pamma-mujermineria/,CERRADO,Nacional,Ministerio de Minería,PAMMA Mujer Minería Metálica,Personas Naturales y Jurídicas,09/06/2023,11/07/2023,Hasta $12.000.000,2024-11-26 10:42:25
117,https://fondos.gob.cl/ficha/enami/mineria-metalica/,CERRADO,Nacional,Ministerio de Minería,PAMMA Equipa Minería Metálica,Personas Naturales y Jurídicas,09/06/2023,09/07/2023,Hasta $35.000.000,2024-11-26 10:42:25
118,https://fondos.gob.cl/ficha/mincap/premio-maestro-artesano/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Premio Maestro Artesano,-,14/06/2023,10/07/2023,-,2024-11-26 10:42:25
119,https://fondos.gob.cl/ficha/indespa/concurso-maule/,CERRADO,Regional,Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala - INDESPA,"Concurso Región del Maule: “Fomento Productivo en Pesca y Acuicultura, Código BIP 40030489-0, año 2023.-",Personas Naturales y Jurídicas,14/06/2023,08/07/2023,Entre $500.000 y $100.000.000,2024-11-26 10:42:25
120,https://fondos.gob.cl/ficha/indespa/cultivodealgas/,CERRADO,Nacional,Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala - INDESPA,Concurso Nacional Bonificación Cultivo,Personas Naturales y Jurídicas,15/06/2023,04/07/2023,Hasta $20.000.000,2024-11-26 10:42:25
121,https://fondos.gob.cl/ficha/indespa/caletaoperacion/,CERRADO,Nacional,Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala - INDESPA,Concurso Nacional Caleta Operación - Desembarque,Organizaciones,16/06/2023,16/07/2023,Entre $3.000.000 y $100.000.000,2024-11-26 10:42:25
122,https://fondos.gob.cl/ficha/corfo/emp-potencia/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,POTENCIA,Persona Jurídica,22/06/2023,24/07/2023,Entre $80.000.000 y $240.000.000,2024-11-26 10:42:25
123,https://fondos.gob.cl/ficha/indespa/concurso-sur-austral/,CERRADO,Nacional,Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala - INDESPA,Concurso Acuicultura de Pequeña Escala Sur Austral,Personas Naturales y Jurídicas,22/06/2023,19/07/2023,Hasta $20.000.000,2024-11-26 10:42:25
124,https://fondos.gob.cl/ficha/indespa/concurso-arica-parinacota/,CERRADO,Regional,Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala - INDESPA,Concurso Regional Arica y Parinacota,Persona Natural,27/06/2023,17/07/2023,Entre $500.000 a $50.000.000,2024-11-26 10:42:25
125,https://fondos.gob.cl/ficha/indespa/ape-centro-norte/,CERRADO,Nacional,Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala - INDESPA,Concurso Acuicultura de Pequeña Escala Centro-Norte,Personas Naturales y Jurídicas,29/06/2023,23/07/2023,Entre $2.000.000 y $50.000.000,2024-11-26 10:42:25
126,https://fondos.gob.cl/ficha/corfo/innovacion-social/,CERRADO,Regional,Corporación de Fomento de la Producción - CORFO,INNOVA SOCIAL,Personas Naturales y Jurídicas,03/07/2023,10/08/2023,Hasta $25.000.000,2024-11-26 10:42:25
127,https://fondos.gob.cl/ficha/indespa/concursovalparaiso/,CERRADO,Regional,Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala - INDESPA,Concurso Regional de Valparaíso,Organizaciones,03/07/2023,23/07/2023,Entre $15.000.000 y $50.000.000,2024-11-26 10:42:25
128,https://fondos.gob.cl/ficha/corfo/emp-invierte/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,INVIERTE,Organizaciones,19/07/2023,21/08/2023,Hasta $160.000.000,2024-11-26 10:42:25
129,https://fondos.gob.cl/ficha/indespa/feriagastronomica/,CERRADO,Nacional,Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala - INDESPA,Concurso Nacional Promoción Productos Pesqueros Artesanales,Personas Naturales y Jurídicas,24/07/2023,03/08/2023,Entre $2.000.000 y $5.000.000,2024-11-26 10:42:25
130,https://fondos.gob.cl/ficha/mma/fpa-sustentables/,CERRADO,Nacional,Ministerio del Medio Ambiente,Fondo de Protección Ambiental 2024 / Proyectos Sustentables Ciudadanos,Organizaciones,16/08/2023,26/09/2023,$6.000.000,2024-11-26 10:42:25
131,https://fondos.gob.cl/ficha/mma/fpa-establecimientoeducacionales/,CERRADO,Nacional,Ministerio del Medio Ambiente,Fondo de Protección Ambiental 2024 / Proyectos Sustentables en Establecimientos Educacionales,Organizaciones,16/08/2023,26/09/2023,$6.000.000,2024-11-26 10:42:25
132,https://fondos.gob.cl/ficha/mma/fpa-pueblosindigenas/,CERRADO,Nacional,Ministerio del Medio Ambiente,Fondo de Protección Ambiental 2024 / Proyectos Sustentables para Pueblos Indígenas,Organizaciones,16/08/2023,26/09/2023,$6.000.000,2024-11-26 10:42:25
133,https://fondos.gob.cl/ficha/enami/pamma-mineria/,CERRADO,Nacional,Ministerio de Minería,PAMMA Pequeña Minería Sustentable (Ex – INNOVA),Personas Naturales y Jurídicas,05/09/2023,21/09/2023,$13.000.000,2024-11-26 10:42:25
134,https://fondos.gob.cl/ficha/subpesca/estudios-tecnicos/,CERRADO,Nacional,Subsecretaria de Pesca y Acuicultura  - SUBPESCA,Programa Estudios Técnicos de Nivel Superior para trabajadores y ex trabajadores de la pesca industrial,Persona Natural,21/09/2023,21/10/2023,Entre $1.000.000 y $2.500.000,2024-11-26 10:42:25
135,https://fondos.gob.cl/ficha/mma/fpa-chiloe/,CERRADO,Provincial,Ministerio del Medio Ambiente,FPA Provincia de Chiloé / Concurso 2024 / Chiloé Reduce en tu Establecimiento Educacional,Organizaciones,27/09/2023,08/11/2023,$5.000.000,2024-11-26 10:42:25
136,https://fondos.gob.cl/ficha/mincap/registro-nacional-chile-artesania/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",REGISTRO DE ARTESANOS CHILE ARTESANÍA,Personas Naturales y Jurídicas,01/10/2023,30/09/2024,No aplica,2024-11-26 10:42:25
137,https://fondos.gob.cl/ficha/mma/fpa-cpmflac/,CERRADO,Regional,Ministerio del Medio Ambiente,Fondo de Protección Ambiental 2024 Concurso: Programa Modelo para la Formación de Líderes Ambientales Comunitarios,Organizaciones,06/10/2023,30/11/2023,$55.000.000,2024-11-26 10:42:25
138,https://fondos.gob.cl/ficha/sep/educacion-parvularia-fiep/,CERRADO,Nacional,Subsecretaría de Educación Parvularia - SEP,Fondo Concursable- FONDO DE INNOVACIÓN DE EDUCACIÓN PARVULARIA RURAL – FIEP RURAL 2023,Persona Natural,11/10/2023,03/11/2023,$4.500.000,2024-11-26 10:42:25
139,https://fondos.gob.cl/ficha/mma/fpa-recicladores-base/,CERRADO,Nacional,Ministerio del Medio Ambiente,Fondo de Protección Ambiental 2024 / Fortalecimiento para Recicladores de Base,Organizaciones,19/10/2023,21/11/2023,$6.000.000,2024-11-26 10:42:25
140,https://fondos.gob.cl/ficha/corfo/focal/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,PROGRAMA DE FOMENTO A LA CALIDAD (FOCAL),Organizaciones,25/10/2023,28/06/2024,Hasta $3.500.000,2024-11-26 10:42:25
141,https://fondos.gob.cl/ficha/mma/fpa2024/,CERRADO,Nacional,Ministerio del Medio Ambiente,CONCURSO FORTALECIMIENTO DE CENTROS DE REHABILITACIÓN O RESCATE,Organizaciones,01/12/2023,19/01/2024,$150.000.000,2024-11-26 10:42:25
142,https://fondos.gob.cl/ficha/mma/eapifpb2024/,CERRADO,Nacional,Ministerio del Medio Ambiente,CONCURSO PREVENCIÓN DE INCENDIOS FORESTALES,Organizaciones,01/12/2023,19/01/2024,$100.000.000,2024-11-26 10:42:25
143,https://fondos.gob.cl/ficha/muninunoa/subvencionmuncipal-nunoa/,CERRADO,Comunal,I. Municipalidad de Ñuñoa,Subvención Municipal (Ñuñoa) 2024,Persona Jurídica,11/12/2023,22/01/2024,Entre $500.000 y $2.850.000,2024-11-26 10:42:25
144,https://fondos.gob.cl/ficha/subde/programa-lms/,CERRADO,Regional,Subsecretaria de Energía  - SUBDE,FONDO LEÑA MÁS SECA,Personas Naturales y Jurídicas,29/12/2023,28/03/2024,Hasta $12.000.000,2024-11-26 10:42:25
145,https://fondos.gob.cl/ficha/munpudahuel/subvencionpudahuel/,CERRADO,Comunal,I. Municipalidad de Pudahuel,SUBVENCIÓN MUNICIPAL PUDAHUEL 2024,Organizaciones,02/01/2024,28/06/2024,Hasta $4.000.000,2024-11-26 10:42:25
146,https://fondos.gob.cl/ficha/subdere/subdere-fondo-capacitacionfuncionarios/,CERRADO,Nacional,Subsecretaría De Desarrollo Regional y Administrativo - SUBDERE,Fondo Concursable de Formación de Funcionarios Municipales ACADEMIA SUBDERE,Persona Natural,08/01/2024,05/02/2024,Entre 600.000 a 30.000.000,2024-11-26 10:42:25
147,https://fondos.gob.cl/ficha/mjydh/proyectosdecultura/,CERRADO,Nacional,Ministerio de Justicia y Derechos Humanos,FONDO CONCURSABLE PARA PROYECTOS DE CULTURA Y SITIOS DE MEMORIA,Organizaciones,15/01/2024,22/03/2024,$128.000.000,2024-11-26 10:42:25
148,https://fondos.gob.cl/ficha/sag/atacama-sirsd-s/,CERRADO,Regional,Servicio Agrícola Ganadero,SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECURIOS (ATACAMA),Personas Naturales y Jurídicas,20/01/2024,15/04/2024,Hasta 160 UTM,2024-11-26 10:42:25
149,https://fondos.gob.cl/ficha/rree/fondoparaelfomentoexterior/,CERRADO,Internacional,Ministerio de Relaciones Exteriores,"FONDO CONCURSABLE PARA EL FOMENTO DE LA VINCULACIÓN, ASOCIATIVIDAD Y PARTICIPACIÓN DE LAS COMUNIDADES DE CHILENOS EN EL EXTERIOR 2024",Organizaciones,25/01/2024,15/03/2024,Hasta US 3.000,2024-11-26 10:42:25
150,https://fondos.gob.cl/ficha/sercotec/fortalecimiento-gremial/,CERRADO,Nacional,Servicio de Cooperación Técnica - SERCOTEC,FORTALECIMIENTO GREMIAL,Organizaciones,30/01/2024,29/02/2024,Entre los $7.000.000 hasta los $10.000.000,2024-11-26 10:42:25
151,https://fondos.gob.cl/ficha/goreatacama/beca-regional-deportistas/,CERRADO,Nacional,Gobierno Regional de Atacama,CONCURSO BECA REGIONAL DEPORTISTAS CON PROYECCIÓN AL ALTO RENDIMIENTO TEAM ATACAMA 2024,Organizaciones,31/01/2024,29/02/2024,Hasta $7.000.000,2024-11-26 10:42:25
152,https://fondos.gob.cl/ficha/subdere/pfam/,CERRADO,Otro,Subsecretaría De Desarrollo Regional y Administrativo - SUBDERE,PROGRAMA DE FORTALECIMIENTO DE ASOCIACIONES DE MUNICIPIOS (PFAM),Organizaciones,07/02/2024,07/03/2024,Entre $12.000.000 y $15.000.000,2024-11-26 10:42:25
153,https://fondos.gob.cl/ficha/goretarapaca/fndr-deportes/,CERRADO,Regional,Gobierno Regional de Tarapacá,"FONDO NACIONAL DE DESARROLLO REGIONAL 8 %, AÑO 2024 CONCURSO DEPORTE",Organizaciones,12/02/2024,20/03/2024,Hasta $30.000.000,2024-11-26 10:42:25
154,https://fondos.gob.cl/ficha/goretarapaca/fndr-cultura/,CERRADO,Regional,Gobierno Regional de Tarapacá,FONDO NACIONAL DE DESARROLLO REGIONAL 8% 2024 CONCURSO CULTURA,Organizaciones,12/02/2024,20/03/2024,Hasta $35.000.000,2024-11-26 10:42:25
155,https://fondos.gob.cl/ficha/segegob/ffoip/,CERRADO,Nacional,Ministerio Secretaría General de Gobierno,FONDO DE FORTALECIMIENTO DE ORGANIZACIONES DE INTERÉS PÚBLICO (FFOIP),Organizaciones,23/02/2024,13/05/2024,Entre $2.000.000 hasta $10.000.000,2024-11-26 10:42:25
156,https://fondos.gob.cl/ficha/corfo/bienespublicos/,CERRADO,Regional,Corporación de Fomento de la Producción - CORFO,BIENES PÚBLICOS,Personas Naturales y Jurídicas,28/02/2024,27/06/2024,Hasta $120.000.000,2024-11-26 10:42:25
157,https://fondos.gob.cl/ficha/sercotec/fcesc/,CERRADO,Nacional,Servicio de Cooperación Técnica - SERCOTEC,FORTALECIMIENTO Y CREACION DE EMPRESAS SOCIALES Y COOPERATIVAS,Personas Naturales y Jurídicas,28/02/2024,04/03/2024,Desde $8.000.000 hasta $20.000.000,2024-11-26 10:42:25
158,https://fondos.gob.cl/ficha/senadis/recursosdeapoyoseducativos/,CERRADO,Nacional,Servicio Nacional de la discapacidad - SENADIS,RECURSOS DE APOYOS EDUCATIVOS,Persona Natural,29/02/2024,13/03/2024,Hasta $4.000.000,2024-11-26 10:42:25
159,https://fondos.gob.cl/ficha/sps/fondo-educacion-previsional/,CERRADO,Nacional,Subsecretaría de Previsión Social - SPS,FONDO PARA LA EDUCACIÓN PREVISIONAL,Personas Naturales y Jurídicas,01/03/2024,05/04/2024,Entre $50.000.000 a $100.000.000,2024-11-26 10:42:25
160,https://fondos.gob.cl/ficha/dga/fiie/,CERRADO,Nacional,Dirección General de Aguas,"FONDO PARA LA INVESTIGACIÓN, INNOVACIÓN Y EDUCACIÓN EN RECURSOS HÍDRICOS (FIIE)",Persona Jurídica,01/03/2024,15/04/2024,Hasta $155.250.000,2024-11-26 10:42:25
161,https://fondos.gob.cl/ficha/mincap/snpc-bibliotecas-publicas/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",PROGRAMA DE MEJORAMIENTO INTEGRAL DE BIBLIOTECAS PÚBLICAS,Organizaciones,04/03/2024,23/04/2024,Hasta $500.000.000,2024-11-26 10:42:25
162,https://fondos.gob.cl/ficha/mincap/fondelamusica-amf2024/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",FONDO DE LA MÚSICA- ASISTENCIA A MERCADOS FOCO 2024 – BIME BILBAO Y WOMEX,Personas Naturales y Jurídicas,04/03/2024,22/05/2024,-,2024-11-26 10:42:25
163,https://fondos.gob.cl/ficha/enami/pamma2024/,CERRADO,Nacional,Ministerio de Minería,PROGRAMA CAPACITACIÓN Y TRANSFERENCIA TECNOLÓGICA PEQUEÑA MINERÍA ARTESANAL (PAMMA PRODUCTIVO),Personas Naturales y Jurídicas,04/03/2024,02/04/2024,Hasta $9.000.000,2024-11-26 10:42:25
164,https://fondos.gob.cl/ficha/sag/sirsd-s-sag/,CERRADO,Regional,Servicio Agrícola Ganadero,SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS (SIRSD-S),Personas Naturales y Jurídicas,05/03/2024,16/04/2024,Hasta $10.346.560,2024-11-26 10:42:25
165,https://fondos.gob.cl/ficha/senama/eleam2024/,CERRADO,Nacional,Servicio Nacional del Adulto Mayor - SENAMA,FONDO CONCURSABLE PARA ESTABLECIMIENTOS DE LARGA ESTADÍA (SUBSIDIO ELEAM),Organizaciones,06/03/2024,25/03/2024,$28.281.336 y $260.000.000,2024-11-26 10:42:25
166,https://fondos.gob.cl/ficha/segegob/ffmcs/,CERRADO,Nacional,Ministerio Secretaría General de Gobierno,"FONDO DE FOMENTO DE MEDIOS DE COMUNICACIÓN SOCIAL REGIONALES, PROVINCIALES Y COMUNALES (FFMCS)",Personas Naturales y Jurídicas,10/03/2024,29/04/2024,Hasta $5.500.000,2024-11-26 10:42:25
167,https://fondos.gob.cl/ficha/goretarapaca/fndr-seguridad-ciudadana/,CERRADO,Regional,Gobierno Regional de Tarapacá,FONDO NACIONAL DE DESARROLLO REGIONAL 8% 2024 CONCURSO SEGURIDAD CIUDADANA,Organizaciones,11/03/2024,17/04/2024,Hasta $25.000.000,2024-11-26 10:42:25
168,https://fondos.gob.cl/ficha/goretarapaca/fndr-inclusion-desarrollo-social/,CERRADO,Regional,Gobierno Regional de Tarapacá,FONDO NACIONAL DE DESARROLLO REGIONAL 8% 2024 CONCURSO SOCIAL,Organizaciones,11/03/2024,17/04/2024,Hasta $25.000.000,2024-11-26 10:42:25
169,https://fondos.gob.cl/ficha/goretarapaca/fndr-medioambiente/,CERRADO,Regional,Gobierno Regional de Tarapacá,FONDO NACIONAL DE DESARROLLO REGIONAL 8% 2024 CONCURSO MEDIO AMBIENTE,Organizaciones,11/03/2024,17/04/2024,Hasta $25.000.000,2024-11-26 10:42:25
170,https://fondos.gob.cl/ficha/goretarapaca/adulto-mayor/,CERRADO,Regional,Gobierno Regional de Tarapacá,FONDO NACIONAL DE DESARROLLO REGIONAL 8% 2024 ADULTO MAYOR,Organizaciones,11/03/2024,17/04/2024,Hasta $25.000.000,2024-11-26 10:42:25
171,https://fondos.gob.cl/ficha/cnr/cnr-foua/,CERRADO,Nacional,Comisión Nacional Del Riego - CNR,FONDO CONCURSABLE PARA ORGANIZACIONES DE USUARIOS DE AGUAS,Organizaciones,12/03/2024,06/05/2024,Hasta $6.000.000,2024-11-26 10:42:25
172,https://fondos.gob.cl/ficha/subevaso/fondo-para-vivir-mejor/,CERRADO,Nacional,Subsecretaría de Evaluación Social - SUBEVASO,FONDO PARA VIVIR MEJOR,Organizaciones,18/03/2024,18/04/2024,Hasta $20.000.000,2024-11-26 10:42:25
173,https://fondos.gob.cl/ficha/goreatacama/gore-atacama/,CERRADO,Regional,Gobierno Regional de Atacama,FONDOS CONCURSABLES GOBIERNO REGIONAL DE ATACAMA,Organizaciones,21/03/2024,22/04/2024,Hasta $15.000.000,2024-11-26 10:42:25
174,https://fondos.gob.cl/ficha/senadis/nuevasplazasresidenciales/,CERRADO,Nacional,Servicio Nacional de la discapacidad - SENADIS,"CONVOCATORIA PÚBLICA DE NUEVAS PLAZAS DE RESIDENCIAS 2024, PROGRAMA MODELOS RESIDENCIALES PARA ADULTOS CON DISCAPACIDAD",Persona Jurídica,22/03/2024,12/04/2024,$962.000,2024-11-26 10:42:25
175,https://fondos.gob.cl/ficha/fosis/pes/,CERRADO,Comunal,Fondo de Solidaridad e Inversión Social (FOSIS),PROGRAMA EMPRENDAMOS SEMILLA,Persona Natural,27/03/2024,10/04/2024,$450.000,2024-11-26 10:42:25
176,https://fondos.gob.cl/ficha/fosis/eb/,CERRADO,Regional,Fondo de Solidaridad e Inversión Social (FOSIS),PROGRAMA EMPRENDAMOS,Persona Natural,27/03/2024,10/04/2024,$600.000,2024-11-26 10:42:25
177,https://fondos.gob.cl/ficha/subtrab/pss/,CERRADO,Nacional,Subsecretaria del Trabajo - SUBTRAB,Programa Servicios Sociales,Personas Naturales y Jurídicas,02/04/2024,15/05/2024,Aproximadamente $3.900.000.000,2024-11-26 10:42:25
178,https://fondos.gob.cl/ficha/corfo/creayvalida/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,CREA Y VALIDA,Persona Jurídica,09/04/2024,31/07/2024,Hasta $220.000.000,2024-11-26 10:42:25
179,https://fondos.gob.cl/ficha/sercotec/pdfl/,CERRADO,Nacional,Servicio de Cooperación Técnica - SERCOTEC,PROGRAMA DESARROLLO DE FERIAS LIBRES,Persona Jurídica,12/04/2024,13/05/2024,Hasta $30.000.000,2024-11-26 10:42:25
180,https://fondos.gob.cl/ficha/goreatacama/eleam-gore/,CERRADO,Regional,Gobierno Regional de Atacama,FONDO CONCURSABLE ELEAM GOBIERNO REGIONAL DE ATACAMA,Persona Jurídica,15/04/2024,22/04/2024,Hasta $75.000.000,2024-11-26 10:42:25
181,https://fondos.gob.cl/ficha/sernameg/equidad-de-genero/,CERRADO,Nacional,Servicio Nacional de la Mujer y  Equidad de Género - SERNAMEG,FONDO PARA LA EQUIDAD DE GÉNERO (FEG),Personas Naturales y Jurídicas,16/04/2024,13/05/2024,Hasta $4.000.000,2024-11-26 10:42:25
182,https://fondos.gob.cl/ficha/serpat/organizaciones-patrimoniales-ffop/,CERRADO,Nacional,Servicio Nacional del Patrimonio Cultural - SERPAT,FONDO DE FORTALECIMIENTO DE ORGANIZACIONES PATRIMONIALES (FFOP) 2024,Organizaciones,16/04/2024,15/05/2024,$50.000.000,2024-11-26 10:42:25
183,https://fondos.gob.cl/ficha/corfo/growth/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,START-UP CHILE- GROWTH,Organizaciones,16/04/2024,07/05/2024,Hasta $75.000.000,2024-11-26 10:42:25
184,https://fondos.gob.cl/ficha/corfo/ignite/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,START-UP CHILE-IGNITE,Personas Naturales y Jurídicas,16/04/2024,07/05/2024,Hasta $30.000.000,2024-11-26 10:42:25
185,https://fondos.gob.cl/ficha/corfo/build/,CERRADO,Nacional,Corporación de Fomento de la Producción - CORFO,START- UP CHILE- BUILD,Personas Naturales y Jurídicas,16/04/2024,07/05/2024,Hasta $15.000.000,2024-11-26 10:42:25
186,https://fondos.gob.cl/ficha/senama/fccdc/,CERRADO,Nacional,Servicio Nacional del Adulto Mayor - SENAMA,FONDO CONCURSABLE PARA CENTROS DIURNOS COMUNITARIOS,Organizaciones,24/04/2024,13/05/2024,$87.725.160 a $232.210.800,2024-11-26 10:42:25
187,https://fondos.gob.cl/ficha/mincap/psbch/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",CONCURSO PÚBLICO SELLO BICENTENARIO CHILOÉ,Persona Natural,30/04/2024,13/06/2024,$3.000.000,2024-11-26 10:42:25
188,https://fondos.gob.cl/ficha/mma/calefactores2024/,CERRADO,Regional,Ministerio del Medio Ambiente,"PROGRAMA DE RECAMBIO DE CALEFACTORES PARA LA COMUNA DE VALDIVIA, REGION DE LOS RIOS PROGRAMA DE RECAMBIO DE CALEFACTORES PARA LA COMUNA DE VALDIVIA, REGION DE LOS RIOS, LINEA PELLET Y AIRE ACONDICIONADO, AÑO 2024",Persona Natural,06/05/2024,27/05/2024,$100.000,2024-11-26 10:42:25
189,https://fondos.gob.cl/ficha/mincap/fondodelasartesescenicas-ecf/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",FONDO DE LAS ARTES ESCÉNICAS LLAMADO PARA ESPECIALISTAS DE LAS CONVOCATORIAS DEL FONDO NACIONAL DE FOMENTO Y DESARROLLO DE LAS ARTES ESCÉNICAS,Persona Natural,06/05/2024,31/05/2024,No aplica,2024-11-26 10:42:25
190,https://fondos.gob.cl/ficha/mincap/xxccmluisadvis/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",XX CONCURSO DE COMPOSICIÓN MUSICAL LUIS ADVIS,Persona Natural,07/05/2024,16/07/2024,Entre $1.000.000 y $6.000.000,2024-11-26 10:42:25
191,https://fondos.gob.cl/ficha/corfo/gtt/,CERRADO,Regional,Corporación de Fomento de la Producción - CORFO,RED TECNOLÓGICA GTT+,Organizaciones,09/05/2024,10/07/2024,Hasta $3.500.000,2024-11-26 10:42:25
192,https://fondos.gob.cl/ficha/mincap/cpcfrec2024/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",CONVOCATORIA PÚBLICA PARA LA CREACIÓN Y FORTALECIMIENTO DE REDES EN EL ECOSISTEMA CREATIVO 2024,Organizaciones,10/05/2024,03/06/2024,$22.500.000,2024-11-26 10:42:25
193,https://fondos.gob.cl/ficha/mincap/csea2024/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",CONVOCATORIA SELLO DE EXCELENCIA A LA ARTESANÍA 2024,Persona Natural,10/05/2024,09/06/2024,$1.000.000.000,2024-11-26 10:42:25
194,https://fondos.gob.cl/ficha/sag/gssa2024/,CERRADO,Regional,Servicio Agrícola Ganadero,"Concurso N° 02, con énfasis en prácticas relacionadas a la Gestión Sostenible de suelos Agropecuarios, del Sistema de Incentivos para la Sustentabilidad Agroambiental de los Suelos Agropecuarios de la Región de La Araucanía, temporada 2024.",Personas Naturales y Jurídicas,13/05/2024,10/06/2024,De $10.346.560,2024-11-26 10:42:25
195,https://fondos.gob.cl/ficha/sag/ceaif2024/,CERRADO,Regional,Servicio Agrícola Ganadero,CONCURSO N° 3 CONTINUIDAD EMERGENCIA AGRÍCOLA INCENDIOS FORESTALES 2023 TEMPORADA 2024,Personas Naturales y Jurídicas,13/05/2024,10/06/2024,De $10.346.560,2024-11-26 10:42:25
196,https://fondos.gob.cl/ficha/sag/csaat-biobio/,CERRADO,Regional,Servicio Agrícola Ganadero,CONSERVACIÓN DE SUELOS Y ASEGURAMIENTO ALIMENTARIO TEMPORADA 2024- REGIÓN DEL BIOBIO,Personas Naturales y Jurídicas,13/05/2024,24/06/2024,Hasta 160 UTM,2024-11-26 10:42:25
197,https://fondos.gob.cl/ficha/sag/ei2023biobio/,CERRADO,Regional,Servicio Agrícola Ganadero,CONCURSO N°3 EMERGENCIA INCENDIOS 2023 REGIÓN DEL BIOBÍO,Personas Naturales y Jurídicas,13/05/2024,24/06/2024,Hasta 160 UTM,2024-11-26 10:42:25
