ID,URL,ESTADO,ALCANCE,INSTITUCIÓN,NOMBRE,BENEFICIARIO,INICIO,FIN,MONTO,FECHA_EXTRACCION,DESCRIPCION,CATEGORIA,WEB
1,https://fondos.gob.cl/ficha/corfo/incentivo_tributario/,ABIERTO,Nacional,Corporación de Fomento de la Producción - CORFO,LEY INCENTIVO TRIBUTARIO A LA I+D,Personas Naturales y Jurídicas,01/01/2024,31/12/2024,15.000 UTM,2024-11-26 11:17:29,"La Ley de Investigación y Desarrollo (I+D) tiene por objetivo contribuir a mejorar la capacidad competitiva de las empresas chilenas, al establecer un incentivo tributario para la inversión en I+D permitiéndoles rebajar, del impuesto de primera categoría, hasta el 52,55% de los recursos destinados a actividades de investigación y desarrollo.",Investigación y desarrollo,https://www.corfo.cl/sites/cpp/incentivo_tributario
2,https://fondos.gob.cl/ficha/prochile/marcas-sectoriales/,ABIERTO,Nacional,Dirección General de Promoción de Exportaciones - ProChile,CONCURSO MARCAS SECTORIALES,Organizaciones,01/01/2024,31/12/2024,No aplica,2024-11-26 11:17:33,"Herramienta de modalidad Ventanilla Abierta que apoya el posicionamiento internacional de diferentes sectores exportadores chilenos, a través de la creación, diseño e implementación de marcas sectoriales representativas de sectores productivos nacionales, fortaleciendo la imagen de Chile en el exterior.",Comunicación y difusión,https://www.prochile.gob.cl/herramientas/marcas-sectoriales/postulacion
3,https://fondos.gob.cl/ficha/subdere/pmb/,ABIERTO,Comunal,Subsecretaría De Desarrollo Regional y Administrativo - SUBDERE,PROGRAMA MEJORAMIENTO DE BARRIOS,Organizaciones,01/01/2024,31/12/2024,No aplica,2024-11-26 11:17:39,"El objetivo de este programa es la reducción del déficit de cobertura en ámbitos de saneamiento sanitario, además en tema de residuos sólidos, energización y la protección del patrimonio. A través del programa se pueden adquirir terrenos para cementerios, espacio recreativos y deportivos, para viviendas.
Todo lo anterior, con un foco eminentemente social a través del financiamiento de estas iniciativas que van en beneficio de gobiernos locales, ya sea por medio de municipios y/o asociaciones de municipios.","Ciudad, vivienda e Infraestructura",https://www.subdere.gov.cl/content/gu%C3%ADa-operativa-pmb-2023
4,https://fondos.gob.cl/ficha/corfo/innovaaltatecnologia/,ABIERTO,Nacional,Corporación de Fomento de la Producción - CORFO,INNOVA ALTA TECNOLOGÍA,Personas Naturales y Jurídicas,11/01/2024,30/12/2024,Hasta $1.000.000.000,2024-11-26 11:17:50,"Apoya innovaciones intensivas en I+D con alto riesgo tecnológico para que escalen a nivel global, fortaleciendo las capacidades de I+D+i en la empresa.",Emprendimiento e Innovación,https://www.corfo.cl/sites/cpp/inf/movil/innova-alta-tecnologia
5,https://fondos.gob.cl/ficha/corfo/pat2024/,ABIERTO,Nacional,Corporación de Fomento de la Producción - CORFO,PROGRAMA ABSORCIÓN TECNÓLOGICA,Personas Naturales y Jurídicas,30/01/2024,30/12/2024,Hasta $300.000.000,2024-11-26 11:18:03,"Este programa busca contribuir a mejorar las capacidades de innovación sistemática en un conjunto de empresas, de preferencia Pymes, mediante el fortalecimiento de las capacidades de absorción tecnológica, cofinanciando la incorporación de nuevo conocimiento, mejores prácticas y/o tecnologías.",Emprendimiento e Innovación,https://www.corfo.cl/sites/cpp/convocatorias/programa_absorcion_tecnologica_para_la_innovacion
6,https://fondos.gob.cl/ficha/minenergia/mte-ohiggins/,ABIERTO,Regional,Ministerio de Energía,MI TAXI ELÉCTRICO O'HIGGINS,Personas Naturales y Jurídicas,13/03/2024,30/10/2025,Hasta $16.000.000,2024-11-26 11:18:10,"Este fondo cofinancia la inversión para el reemplazo de un vehículo con motor de combustión interna, que sea taxi en todas sus modalidades, según DS-212 de MTT a un vehículo eléctrico. El vehículo a reemplazar debe estar inscrito en el registro nacional de transporte de pasajeros en la región y el propietario debe contar con un lugar o estacionamiento bajo su control y que pueda ser instalado un cargador para el vehículo eléctrico. Este Fondo se encontrará abierto hasta completar los cupos (152).",Medio Ambiente,https://www.mitaxielectrico.cl/
7,https://fondos.gob.cl/ficha/minenergia/mte-antofagasta/,ABIERTO,Regional,Ministerio de Energía,MI TAXI ELÉCTRICO ANTOFAGASTA,Personas Naturales y Jurídicas,26/03/2024,30/10/2025,Hasta $16.000.000,2024-11-26 11:18:16,"Este fondo cofinancia la inversión para el reemplazo de un vehículo con motor de combustión interna, que sea taxi en todas sus modalidades, según DS-212 de MTT a un vehículo eléctrico. El vehículo a reemplazar debe estar inscrito en el registro nacional de transporte de pasajeros en la región y el propietario debe contar con un lugar o estacionamiento bajo su control y que pueda ser instalado un cargador para el vehículo eléctrico. Este Fondo se encontrará abierto hasta completar los cupos (59).",Medio Ambiente,https://www.mitaxielectrico.cl/
8,https://fondos.gob.cl/ficha/minenergia/mte-atacama/,ABIERTO,Regional,Ministerio de Energía,MI TAXI ELÉCTRICO ATACAMA,Personas Naturales y Jurídicas,30/04/2024,30/10/2025,Hasta $16.000.000,2024-11-26 11:18:21,"Este fondo cofinancia la inversión para el reemplazo de un vehículo con motor de combustión interna, que sea taxi en todas sus modalidades, según DS-212 de MTT a un vehículo eléctrico. El vehículo a reemplazar debe estar inscrito en el registro nacional de transporte de pasajeros en la región y el propietario debe contar con un lugar o estacionamiento bajo su control y que pueda ser instalado un cargador para el vehículo eléctrico. Este Fondo se encontrará abierto hasta completar los cupos (158).",Medio Ambiente,https://www.mitaxielectrico.cl/
9,https://fondos.gob.cl/ficha/minenergia/mte-biobio/,ABIERTO,Regional,Ministerio de Energía,MI TAXI ELÉCTRICO BÍOBÍO,Personas Naturales y Jurídicas,30/04/2024,30/10/2025,Hasta $16.000.000,2024-11-26 11:18:25,"Este fondo cofinancia la inversión para el reemplazo de un vehículo con motor de combustión interna, que sea taxi en todas sus modalidades, según DS-212 de MTT a un vehículo eléctrico. El vehículo a reemplazar debe estar inscrito en el registro nacional de transporte de pasajeros en la región y el propietario debe contar con un lugar o estacionamiento bajo su control y que pueda ser instalado un cargador para el vehículo eléctrico. Este Fondo se encontrará abierto hasta completar los cupos (299).",Medio Ambiente,https://www.mitaxielectrico.cl/
10,https://fondos.gob.cl/ficha/corfo/red-proveedores/,ABIERTO,Regional,Corporación de Fomento de la Producción - CORFO,RED PROVEEDORES,Organizaciones,29/05/2024,29/12/2024,Hasta $50.000.000,2024-11-26 11:18:30,"Promueve el valor estratégico del trabajo colaborativo para mejorar la oferta de valor y acceso a nuevos mercados, fortaleciendo las relaciones estratégicas entre Proveedores y Demandante",Emprendimiento e Innovación,http://www.corfo.cl/sites/cpp/inf/red-proveedores
11,https://fondos.gob.cl/ficha/corfo/red-asociativa/,ABIERTO,Nacional,Corporación de Fomento de la Producción - CORFO,RED ASOCIATIVA,Organizaciones,13/06/2024,31/12/2024,Hasta $40.000.000,2024-11-26 11:18:35,Promueve el valor estratégico del trabajo colaborativo y la asociatividad como herramientas para el mejoramiento de la oferta de valor y acceso a nuevos mercados.,Emprendimiento e Innovación,https://www.corfo.cl/sites/cpp/inf/red-asociativa
12,https://fondos.gob.cl/ficha/corfo/activa-riego/,ABIERTO,Regional,Corporación de Fomento de la Producción - CORFO,ACTIVA RIEGO,Organizaciones,13/06/2024,31/12/2024,Hasta $9.000.000,2024-11-26 11:18:40,"Apoya a la formulación de proyectos de riego intra o extraprediales, identificando las diversas alternativas de inversión y evaluarlas técnica, económica y financieramente.",Emprendimiento e Innovación,https://www.corfo.cl/sites/cpp/inf/activa-riego
13,https://fondos.gob.cl/ficha/mma/fpr-2025/,ABIERTO,Nacional,Ministerio del Medio Ambiente,FONDO PARA EL RECICLAJE 2025,Organizaciones,16/10/2024,29/11/2024,$14.000.000,2024-11-26 11:18:46,"El Ministerio del Medio Ambiente, a través de la Oficina de Implementación Legislativa y Economía Circular y en conjunto con las Secretarías Regionales Ministeriales, invita a las municipalidades y asociaciones de municipalidades a participar en el 11° Llamado del Fondo para el Reciclaje 2025. Este fondo concursable busca fortalecer la economía circular en los territorios y enfrentar los desafíos nacionales en la gestión de residuos.",Medio Ambiente,http://www.fondos.mma.gob.cl
14,https://fondos.gob.cl/ficha/mma/fpa2024-2025/,ABIERTO,Nacional,Ministerio del Medio Ambiente,FORJADORES AMBIENTALES EN ACCIÓN,Persona Jurídica,18/10/2024,29/11/2024,$43.000.000,2024-11-26 11:18:50,"A través de este Concurso, el MMA por medio del Fondo de Protección Ambiental, busca fortalecer el programa de Forjadores Ambientales por dos vías. Primero, con un componente de análisis del programa, a modo de diagnóstico de su evolución, donde se evalúe la situación actual de los grupos de Forjadores Ambientales, motivaciones que los impulsan a conformarse como tales y actividades que realizan. A partir de esta información, levantar propuestas de mejoras y orientaciones para la administración del programa.

En segundo lugar, se espera un componente de aplicación de esta información, donde se provea de herramientas que fortalezcan la acción comunitaria de los grupos de Forjadores, a través de un proceso de capacitación y el desarrollo de un concurso para financiar acciones ambientales locales que realicen estos grupos.

Todo lo anterior, con el objetivo de fortalecer el programa de Forjadores Ambientales y dinamizar los grupos, permitiendo que cubran los gastos necesarios para la ejecución de acciones de carácter local que tengan planificado realizar.",Medio Ambiente,https://fondos.mma.gob.cl/fpa-2025-forjadores-ambientales/
15,https://fondos.gob.cl/ficha/mincap/inversionaudiovisual/,ABIERTO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",FONDO AUDIOVISUAL: Convocatoria Fondo de Inversión Audiovisual (FIA) 2025,Persona Jurídica,11/11/2024,23/12/2024,$200.000.000,2024-11-26 11:18:56,"Esta convocatoria tiene por objetivo fomentar la inversión internacional en producciones audiovisuales nacionales de carácter asociativo, a través de la asignación de recursos parciales para etapas de preproducción, producción y/o post producción en Chile, a fin de impulsar la reactivación del sector. ?",Arte y cultura,https://www.fondosdecultura.cl/wp-content/uploads/2024/11/BASES-FIA-2025.pdf
16,https://fondos.gob.cl/ficha/mincap/empleojoven-cultura/,ABIERTO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Programa de Promoción y Fortalecimiento del Trabajo Cultural: Fomento al Primer Empleo Joven en Cultura para Personas Naturales 2024 – Segundo llamado,Persona Natural,15/11/2024,03/12/2024,No aplica,2024-11-26 11:19:03,"Esta convocatoria tiene por objetivo seleccionar a personas naturales profesionales, técnicos o desarrolladores(as) de oficios recién egresados (correspondientes a los años 2022, 2023 y 2024) de carreras profesionales, técnicas y oficios ligados al sector cultural (estudios formales o no formales), que estén desempleados al momento de postular a la convocatoria y cuya formación sea coherente con los cargos seleccionados en la primera parte de este proceso, correspondientes a cargos y perfiles solicitados por organizaciones y/o espacios culturales. Los cargos y perfiles disponibles se encuentran detallados en el ANEXO N°2 de las bases.",Arte y cultura,https://www.fondosdecultura.cl/wp-content/uploads/2024/11/Bases-convocatoria-Primer-Empleo-2%C2%B0-llamado-2024.pdf
17,https://fondos.gob.cl/ficha/mincap/cni2025/,ABIERTO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",CIRCULACIÓN NACIONAL E INTERNACIONAL 2025 - 1° PERÍODO,Personas Naturales y Jurídicas,21/11/2024,23/12/2024,Hasta $18.000.000,2024-11-26 11:19:08,"Esta convocatoria tiene por objetivo el financiamiento total o parcial para proyectos de circulación presencial para la exhibición de obras y/o contenidos ya producidos de las disciplinas que atiende Fondart: arquitectura, artesanía, artes de la visualidad y diseño, además de folclor e interdisciplinas, considerada como la combinación entre las disciplinas mencionadas, y/o agregando la gestión cultural propia de ellas.
Los eventos a los cuales asistir en calidad de invitado/a para la muestra o venta de obras, y/o la presentación de contenidos a modo de ponencias, o traspaso de oficios, pueden corresponder a encuentros, muestras, congresos, laboratorios o residencias artísticas, festivales, ferias artesanales y/o expositivas de temáticas vinculadas a las disciplinas señaladas.
La o las instancias de participación presencial pueden desarrollarse dentro y fuera del territorio nacional.
Para postular debes elegir un grupo de acuerdo a la disciplina artística a la cual corresponda tu proyecto en una única modalidad que considera la circulación de obras y contenidos.",Arte y cultura,https://www.fondosdecultura.cl/wp-content/uploads/2024/11/base-circulacion-fondart-2025.pdf
18,https://fondos.gob.cl/ficha/mma/fpa-educandoconnaturaleza/,ABIERTO,Regional,Ministerio del Medio Ambiente,Fondo de Protección Ambiental 2025: Educando con la Naturaleza: Implementación de Bosques Escuela en la Región Metropolitana,Persona Jurídica,22/11/2024,10/01/2025,$60.000.000,2024-11-26 11:19:12,"Este concurso del Fondo de Protección Ambiental del Ministerio del Medio Ambiente, tiene como objetivo implementar Bosques Escuela en establecimientos educacionales de la Región Metropolitana, promoviendo una cultura que valore los ecosistemas mediterráneos y fomente una educación ambiental sostenible, dejando un impacto duradero en la infraestructura educativa y acrecentando la conciencia ambiental de las futuras generaciones.",Medio Ambiente,https://fondos.mma.gob.cl/fpa-2025-bosques-escuela/
19,https://fondos.gob.cl/ficha/mma/fpr-conservacion-humedales-urbanos/,CERRADO,Nacional,Ministerio del Medio Ambiente,Fondo de Protección Ambiental / Conservación de Humedales Urbanos,Organizaciones,30/10/2020,10/12/2020,Hasta $7.000.000,2024-11-26 11:19:14,"Contribuir al mejoramiento del estado ecológico, conservación y gobernanza de humedales urbanos a lo largo del territorio nacional, por medio de acciones que permitan reconocer su valor social y ambiental (valor ecosistémicos, cultural, científico y recreativo) y/o de acciones que mitiguen las amenazas a las que se encuentran expuestos dentro de su contexto territorial (enfoque de cuenca).",Medio Ambiente,https://fondos.mma.gob.cl/fichas_fpr/conservacion-de-humedales-urbanos/
20,https://fondos.gob.cl/ficha/subde/energia-distrital/,CERRADO,Regional,Subsecretaria de Energía  - SUBDE,"APOYO TÉCNICO, NORMATIVO Y FINANCIERO PARA LA IMPLEMENTACIÓN DE PROYECTOS DE ENERGÍA DISTRITAL EN CHILE",Personas Naturales y Jurídicas,24/12/2020,31/12/2021,Sin Transferencia De Fondos,2024-11-26 11:19:18,"Es un componente de ingreso permanente (ventanilla abierta), lanzado por la Agencia de Sostenibilidad Energética, disponible para instituciones u organizaciones que posean un proyecto de energía distrital y quieran recibir el apoyo que brindará la Oficina Nacional de Energía Distrital de la Agencia de Sostenibilidad Energética. Esto con la finalidad de apoyar el desarrollo de proyectos de energía distrital ubicados entre la Región Metropolitana y la Región de Magallanes y de la Antártica Chilena y puedan servir como experiencias demostrativas sobre esta tecnología, en el contexto del Programa GEF, “Acelerando la inversión en sistemas de energía distrital eficientes y renovables en Chile"" del Ministerio de Energía.",Energías renovables,https://www.agenciase.org/wp-content/uploads/2020/12/Bases-Convocatoria-Energia-Distrital-Chile.pdf
21,https://fondos.gob.cl/ficha/mincap/papicifi/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Programa de Apoyo para la Participación en Instancias Competitivas e Instancias Formativas Internacionales - Fondo Audiovisual,-,11/02/2021,22/09/2022,-,2024-11-26 11:19:23,"Esta convocatoria tiene por objetivo el financiamiento total o parcial para apoyar la presencia de obras audiovisuales nacionales seleccionadas en Festivales, Premios y otras Instancias Internacionales.",Arte y cultura,https://www.fondosdecultura.cl/category/instancias-fondo-audiovisual/
22,https://fondos.gob.cl/ficha/munizapallar/fondeco-fondeve_subvencion/,CERRADO,Comunal,I. Municipalidad de Zapallar,Fondo de Desarrollo Vecinal  (FONDEVE)    Fondo de Desarrollo Comunal (FONDECO)   Subvención Municipal,Organizaciones,24/02/2021,17/03/2021,Hasta $1.500.000,2024-11-26 11:19:28,"Este Fondo  se  entrega para financiar actividades que deba fomentar la Municipalidad tales como el arte y la cultura, la educación, la capacitación, la salud, la asistencia social, el deporte y recreación, turismo, labores específicas en situaciones de emergencia de carácter social o de beneficios.
Las Entidades que postulen a acceder a un FONDEVE, FONDECO O SUBVENCION, según sea el caso, deberán cumplir un rol en la Comuna de Zapallar y estar dispuesto a colaborar con la Municipalidad de acuerdo con sus objetivos.",Participación Ciudadana,http://www.munizapallar.cl
23,https://fondos.gob.cl/ficha/mincap/gesti%c3%b3n-cultural-local-2021/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Fortalecimiento de la Planificación y la Gestión Cultural Local 2021,Organizaciones,14/04/2021,30/05/2021,Hasta $15.000.000,2024-11-26 11:19:33,"Esta convocatoria tiene por objeto aumentar la planificación y programación cultural en las comunas del país que cuenten con municipios, relacionando a la comunidad y al sector cultural y artístico con los gobiernos locales y espacios culturales municipales.
De esta manera, si cuentas con infraestructura cultural, podrás presentar proyectos de programación artística a esta convocatoria, que releve contenidos locales. Con ello esperamos incrementar la circulación artística, garantizar el acceso de la ciudadanía a bienes culturales y aportar al desarrollo cultural local.",Arte y cultura,https://www.fondosdecultura.cl/wp-content/uploads/2021/04/Rex-677-Aprueba-Bases-FPGCL-2021.pdf
24,https://fondos.gob.cl/ficha/mincap/fondo-audiovisual-tercera-convocatoria/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Fondo Audiovisual / Programa de Apoyo para la participación en Mercados Internacionales 2021. Tercera convocatoria,Personas Naturales y Jurídicas,23/04/2021,14/06/2021,Sin Definir,2024-11-26 11:19:38,"Esta convocatoria tiene por objetivo general el apoyar la asistencia organizada de audiovisualistas nacionales en los mercados y secciones de industria internacionales más relevantes del mundo, prioritarios para la industria nacional que se desarrollen durante el año 2021. 
1.	Debido al actual contexto mundial de pandemia COVID-19 y en resguardo de la salud, como Ministerio no financiaremos ningún tipo de gasto para la participación presencial en mercados y secciones de industria internacionales que se realicen durante el primer semestre del año 2021. De esta manera sólo financiaremos gastos para asistencia remota. Asimismo, el calendario podrá ser modificado por la secretaría audiovisual de manera reactiva, debido a la inestabilidad derivada de la crisis sanitaria mundial. Por lo que los invitamos a estar atentos a los cambios que nuestros programas y sus convocatorias puedan sufrir, revisando periódicamente la información en www.fondosdecultura.cl   y w ww.chileaudiovisual.cl 

Para la asistencia a los eventos que se desarrollen durante el segundo semestre de este año, dicha situación será evaluada dependiendo de la evolución del escenario sanitario y las políticas migratorias de Chile y el mundo.",Arte y cultura,http://www.fondosdecultura.cl
25,https://fondos.gob.cl/ficha/mincap/fondo-audiovisual-cuarta-convocatoria/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Fondo Audiovisual / Programa de Apoyo para la participación en Mercados Internacionales 2021. Cuarta convocatoria,Personas Naturales y Jurídicas,15/06/2021,23/07/2021,Sin Definir,2024-11-26 11:19:45,"Esta convocatoria tiene por objetivo general el apoyar la asistencia organizada de audiovisualistas nacionales en los mercados y secciones de industria internacionales más relevantes del mundo, prioritarios para la industria nacional que se desarrollen durante el año 2021. 
1.	Debido al actual contexto mundial de pandemia COVID-19 y en resguardo de la salud, como Ministerio no financiaremos ningún tipo de gasto para la participación presencial en mercados y secciones de industria internacionales que se realicen durante el primer semestre del año 2021. De esta manera sólo financiaremos gastos para asistencia remota. Asimismo, el calendario podrá ser modificado por la secretaría audiovisual de manera reactiva, debido a la inestabilidad derivada de la crisis sanitaria mundial. Por lo que los invitamos a estar atentos a los cambios que nuestros programas y sus convocatorias puedan sufrir, revisando periódicamente la información en www.fondosdecultura.cl y www.chileaudiovisual.cl
Para la asistencia a los eventos que se desarrollen durante el segundo semestre de este año, dicha situación será evaluada dependiendo de la evolución del escenario sanitario y las políticas migratorias de Chile y el mundo.",Arte y cultura,http://www.fondosdecultura.cl/
26,https://fondos.gob.cl/ficha/mincap/organizaciones-culturales-comunitarias/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Convocatoria Financiamiento para Iniciativas de Fortalecimiento de Organizaciones Culturales Comunitarias,Organizaciones,22/06/2021,05/08/2021,Hasta $6.000.000,2024-11-26 11:19:50,"Financiar total o parcialmente iniciativas postuladas por Organizaciones Culturales Comunitarias, en adelante “OCC”, que les permitan sostener espacios de participación, intercambio, integración, creación artística y comunitaria en contexto de emergencia.",Arte y cultura,https://www.fondosdecultura.cl/wp-content/uploads/2021/06/Rex-1451-2021-Aprueba-Bases-FIFOC.pdf
27,https://fondos.gob.cl/ficha/anid/idea-investigaci%c3%b3n-tecnol%c3%b3gica/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,IDeA en Investigación Tecnológica,Organizaciones,17/08/2021,03/11/2021,Hasta $200.000.000,2024-11-26 11:19:55,,,
28,https://fondos.gob.cl/ficha/mincap/instcompetitivasyformativas4/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Fondo Audiovisual / Programa de Apoyo para la Participación en Instancias Competitivas e Instancias Formativas Internacionales 2021. Cuarta Convocatoria,Persona Natural,19/08/2021,24/09/2021,Entre $750.000 y $3.250.000,2024-11-26 11:20:29,"Esta convocatoria tiene por objetivo el financiamiento total o parcial para apoyar la presencia de obras audiovisuales nacionales seleccionadas en Festivales, Premios e Instancias híbridas Internacionales, en los siguientes formatos y géneros: •Largometrajes: Ficción, Documental y Animación; 		 •Cortometrajes: Ficción, Documental y Animación; •Videojuegos; •Obras Interactivas; y •Series y Webseries. Asimismo considera el objetivo de impulsar el apoyo a proyectos de mayor impacto internacional, entregando financiamiento total o parcial para  la presencia de proyectos seleccionados en laboratorios, foros de coproducción, secciones de pitching, asesorías y o talleres de guión, secciones work in progress internacionales, en los siguientes formatos y géneros: •Largometrajes: Ficción, Documental y Animación; y  • Series y Web series.",Arte y cultura,http://www.fondosdecultura.cl
29,https://fondos.gob.cl/ficha/mma/fpa2022-rapanui-sustentable/,CERRADO,Comunal,Ministerio del Medio Ambiente,FPA 2022 – Rapa Nui Sustentable,Organizaciones,07/09/2021,08/10/2021,Hasta $10.000.000,2024-11-26 11:20:32,"El concurso busca financiar iniciativas de carácter comunitario y asociativo, a través de actividades y experiencias demostrativas que permitan aportar a la prevención y valorización de los residuos, promoviendo la educación ambiental y la participación ciudadana, desarrolladas por organizaciones presentes en el territorio de Rapa Nui.",Medio Ambiente,https://fondos.mma.gob.cl/fpa-2022-rapa-nui-sustentable/
30,https://fondos.gob.cl/ficha/mincap/imagendechile-bolgnachildrensbookfair/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Desarrollo de la imagen de Chile para su participación en la Bologna Children's Book Fair 2022 - Fondo del Libro y la Lectura,-,04/10/2021,03/11/2021,-,2024-11-26 11:20:35,"El Fondo Nacional del Libro y la Lectura, a través de su programa de Internacionalización del Libro y los Autores Chilenos abre la convocatoria para desarrollar la imagen de Chile en la Feria del Libro Infantil de Bolonia 2022. Este llamado tiene por objeto seleccionar a un(a) ilustrador(a) nacional que desarrolle la imagen de Chile para la instancia ferial, que se realizará entre los días 21 y 24 de marzo de 2022.",Arte y cultura,https://www.fondosdecultura.cl/fondos/fondo-libro-lectura/lineas-de-concurso/convocatoria-para-desarrollar-la-imagen-de-chile-en-la-feria-del-libro-infantil-de-de-bolonia-2022/
31,https://fondos.gob.cl/ficha/mincap/libro-bologna2022/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Convocatoria para participar en misión a feria del libro de Bologna 2022 - Fondo del Libro y la Lectura,-,16/11/2021,07/12/2021,-,2024-11-26 11:20:39,"El Fondo Nacional del Libro y la Lectura, a través de su programa de Internacionalización del Libro y los Autores Chilenos abre la convocatoria para conformar la delegación chilena que asistirá a la Feria del Libro Infantil de Bolonia 2022, que se realizará entre los días 21 y 24 de marzo de 2022 en la ciudad italiana. Esta convocatoria tiene por objeto asegurar la presencia de seis editores o profesionales del libro y seis ilustradores ligados al ámbito de la literatura infantil y juvenil.",Arte y cultura,https://www.fondosdecultura.cl/fondos/fondo-libro-lectura/lineas-de-concurso/convocatoria-para-conformar-la-delegacion-nacional-de-la-feria-del-libro-infantil-de-bolonia-2022/
32,https://fondos.gob.cl/ficha/senama/ejecutores-intermedios/,CERRADO,Nacional,Servicio Nacional del Adulto Mayor - SENAMA,Fondo Nacional del Adulto Mayor Ejecutores Intermedios,Organizaciones,23/11/2021,06/12/2021,Hasta $874.055.000,2024-11-26 11:20:43,"Este concurso financiará proyectos presentados por organizaciones o instituciones que trabajen con personas mayores, las que deberán presentar iniciativas vinculadas al apoyo social, preferentemente, en territorios rurales, aislados o que presenten condiciones complejas o de vulnerabilidad social.",Inclusión y desarrollo social,http://www.senama.gob.cl/storage/docs/ARAUCANIA_BASES_EJECUTOR_INTERMEDIO_2021_para_Resolucio%CC%81n_19_11_2021_Versio%CC%81n_Final.pdf
33,https://fondos.gob.cl/ficha/senama/ejecutores-intermedios-los-lagos/,CERRADO,Regional,Servicio Nacional del Adulto Mayor - SENAMA,Fondo Nacional del Adulto Mayor Ejecutores Intermedios (Región de Los Lagos),Organizaciones,23/11/2021,06/12/2021,Hasta $809.857.000,2024-11-26 11:20:46,"Este concurso financiará proyectos presentados por organizaciones o instituciones que trabajen con personas mayores de la región de Los Lagos, las que deberán presentar iniciativas vinculadas al apoyo social, preferentemente, en territorios rurales, aislados o que presenten condiciones complejas o de vulnerabilidad social.",Inclusión y desarrollo social,http://www.senama.gob.cl/storage/docs/LOS_LAGOS_2021_version_03_para_subir_web.pdf
34,https://fondos.gob.cl/ficha/prochile/prochileatumedida/,CERRADO,Nacional,Dirección General de Promoción de Exportaciones - ProChile,PROCHILE A TU MEDIDA,Personas Naturales y Jurídicas,29/11/2021,21/01/2022,$30.000.000,2024-11-26 11:20:50,"Es un programa creado para mejorar la competitividad, fortalecer y acelerar la participación de las empresas exportadoras chilenas en los mercados internacionales, con foco en las Pequeñas y Medianas Empresas Exportadoras (PYMEX). Su objetivo es que a mediano plazo las empresas participantes logren aumentar sus exportaciones, en volumen y/o en valor, o bien diversifiquen los mercados de destino de sus exportaciones.
El programa se realiza en dos etapas. La primera, ofreciendo a las empresas asesoramiento individualizado, otorgando un diagnóstico y una metodología propia para cubrir las brechas detectadas y generar un Plan de Crecimiento Exportador. Específicamente, se facilitará a las empresas asesoramiento personalizado, tanto de consultores externos (mentores) como internos, en materias relativas a la internacionalización y en otros ámbitos más específicos, dirigidos a mejorar la competitividad internacional de las empresas participantes y a cubrir brechas detectadas; y en paralelo a la generación de un plan de internacionalización, llamado Plan de Crecimiento Exportador. La segunda etapa consiste en la implementación del Plan de Crecimiento Exportador.",Emprendimiento e Innovación,https://www.prochile.gob.cl/herramientas/prochile-a-tu-medida/bases-y-documentos-para-postular
35,https://fondos.gob.cl/ficha/conaf/fibn/,CERRADO,Nacional,Corporación Nacional Forestal - CONAF,Fondo de Investigación del Bosque Nativo,Personas Naturales y Jurídicas,30/12/2021,07/03/2022,$40.000.000 hasta $73.000.000,2024-11-26 11:20:55,"Este fondo está destinado a la investigación del bosque nativo, cuya finalidad es promover e incrementar los conocimientos en materias vinculadas con los ecosistemas forestales nativos, su ordenación, preservación, protección, aumento y recuperación, sin perjuicio de los aportes privados que puedan complementarlo. Los recursos que se asignen por este procedimiento serán siempre por concurso público.",Investigación y desarrollo,https://investigacion.conaf.cl/
